Kota,Bulan,Suhu_Min,Suhu_Max,Suhu_Rata,Kelembaban,Tekanan_Udara,Kecepatan_Angin,Arah_Angin,Lama_Penyinaran,Curah_Hujan_mm,Intensitas_Hujan
Magelang,4,19.8,34.1,27.7,90.6,963.6,3.8,TG,5.6,110.9,Hujan Lebat
Kudus,4,25.0,35.5,30.5,89.8,1008.7,5.5,T,3.7,47.3,Hujan Sedang
Salatiga,12,21.8,33.0,27.4,91.1,958.7,10.5,U,,81.2,Hujan Lebat
Salatiga,11,21.3,31.5,27.2,96.2,958.7,23.5,TL,4.0,90.8,Hujan Lebat
Kudus,4,24.1,31.7,26.9,84.7,1009.6,2.2,B,3.5,38.8,Hujan Sedang
Solo,7,26.2,34.0,30.6,83.9,1002.6,2.1,U,7.6,19.9,Hujan Ringan
Tegal,9,24.0,33.0,29.7,76.7,1014.2,2.4,B,9.9,0.0,Tidak Hujan
Kudus,8,24.8,34.1,30.1,78.9,1011.2,13.7,TG,11.0,0.0,Tidak Hujan
Pekalongan,5,24.7,32.7,28.5,85.7,1010.9,15.9,U,6.5,16.4,Hujan Ringan
Solo,12,25.5,29.0,27.3,84.4,999.0,14.4,U,0.7,24.2,Hujan Sedang
Salatiga,6,23.1,29.5,27.2,87.1,954.0,5.5,BL,5.4,31.6,Hujan Sedang
Pekalongan,6,24.7,36.2,30.3,78.1,1009.2,2.1,BL,9.9,0.0,Tidak Hujan
Magelang,11,21.1,31.7,26.8,99.0,969.7,5.3,TG,4.2,128.9,Hujan Lebat
Pekalongan,8,25.8,27.7,27.0,83.3,1009.6,9.3,B,8.0,14.8,Hujan Ringan
Tegal,8,,32.7,29.4,81.4,1011.4,6.3,S,6.4,13.3,Hujan Ringan
Purwokerto,6,22.3,28.8,25.6,73.1,1007.5,6.3,U,6.2,0.0,Tidak Hujan
Magelang,11,21.2,31.8,26.4,89.6,968.6,14.4,T,10.3,80.4,Hujan Lebat
Semarang,1,25.3,32.8,29.3,92.0,1014.5,,TG,6.8,38.7,Hujan Sedang
Wonosobo,5,17.3,23.6,19.6,80.7,920.2,7.8,BD,7.7,39.7,Hujan Sedang
Kudus,2,25.6,33.9,29.2,,1013.0,11.8,B,3.2,49.9,Hujan Sedang
Solo,9,24.6,33.2,28.8,79.9,1002.8,5.9,TG,11.7,0.0,Tidak Hujan
Semarang,7,27.1,,29.8,70.2,1013.8,4.1,TG,4.3,0.0,Tidak Hujan
Tegal,2,24.3,34.6,30.2,82.9,1012.8,,U,6.0,34.6,Hujan Sedang
Wonosobo,8,16.4,31.0,24.6,90.6,920.5,11.3,TL,7.8,65.7,Hujan Lebat
Pekalongan,8,22.9,31.2,26.0,75.6,1015.4,2.8,B,6.9,0.0,Tidak Hujan
Salatiga,12,,30.0,25.9,86.4,961.7,11.3,BL,6.3,93.4,Hujan Lebat
Magelang,3,22.2,30.9,26.9,83.1,968.5,11.9,S,1.7,55.1,Hujan Lebat
Wonosobo,3,21.1,26.6,21.9,99.0,921.1,3.0,T,3.4,89.5,Hujan Lebat
Solo,7,24.1,32.9,28.6,75.9,1003.6,2.5,TG,8.2,0.0,Tidak Hujan
Cilacap,2,22.9,31.6,27.5,99.0,1012.1,10.2,S,1.5,134.0,Hujan Lebat
Cilacap,11,23.9,32.6,28.4,87.6,1014.8,4.7,BL,4.9,33.0,Hujan Sedang
Cilacap,7,22.4,34.0,28.0,79.5,,19.4,B,5.1,14.8,Hujan Ringan
Pekalongan,3,24.6,34.8,29.3,80.3,1012.8,6.2,BD,4.2,1.3,Hujan Ringan
Tegal,6,25.6,33.4,29.5,74.9,,8.9,BD,8.8,0.0,Tidak Hujan
Wonosobo,1,,23.4,20.5,99.0,920.5,7.6,BL,4.7,143.7,Hujan Lebat
Wonosobo,10,19.0,28.4,23.2,99.0,926.6,5.7,B,5.1,53.7,Hujan Lebat
Purwokerto,6,22.5,33.2,27.7,88.9,1006.4,9.5,BL,2.1,16.4,Hujan Ringan
Semarang,9,24.7,35.2,30.3,68.6,1011.7,19.0,B,9.0,0.0,Tidak Hujan
Kudus,4,22.7,30.7,26.9,91.3,1011.2,5.4,U,3.8,48.8,Hujan Sedang
Pekalongan,5,25.3,33.4,28.8,73.1,1015.7,6.1,T,11.0,0.0,Tidak Hujan
Cilacap,3,26.4,34.7,30.6,99.0,1012.1,2.3,U,4.5,104.4,Hujan Lebat
Kudus,2,24.4,29.9,26.9,80.7,1010.0,8.3,TG,1.6,44.7,Hujan Sedang
Semarang,12,25.5,33.9,30.4,98.7,1011.3,15.6,TG,4.6,98.2,Hujan Lebat
Cilacap,3,26.3,,29.9,,1010.0,8.8,TL,3.9,25.8,Hujan Sedang
Solo,9,25.6,33.2,28.7,74.8,1004.3,10.3,BL,8.7,0.0,Tidak Hujan
Purwokerto,11,23.7,32.5,27.9,96.4,1004.4,2.0,TL,6.5,47.1,Hujan Sedang
Pekalongan,10,26.1,,28.7,83.6,1017.4,5.1,BL,7.5,7.9,Hujan Ringan
Salatiga,9,22.0,30.3,25.8,87.5,959.1,3.8,TL,2.7,22.2,Hujan Sedang
Salatiga,12,22.3,30.1,26.4,94.6,955.4,18.4,TG,7.3,77.5,Hujan Lebat
Wonosobo,10,19.7,27.9,24.7,95.5,,3.8,BD,3.1,59.9,Hujan Lebat
Salatiga,11,21.4,30.1,26.1,89.0,,7.0,BL,3.9,97.6,Hujan Lebat
Pekalongan,8,24.3,35.3,29.6,69.8,1014.8,2.4,TL,6.1,0.0,Tidak Hujan
Pekalongan,5,26.9,32.5,29.1,76.7,1009.7,26.1,BL,7.6,0.0,Tidak Hujan
Purwokerto,7,24.9,30.1,27.6,78.6,1007.2,2.9,U,6.4,1.7,Hujan Ringan
Salatiga,4,19.6,31.4,25.4,94.8,962.0,3.1,T,4.1,67.7,Hujan Lebat
Cilacap,7,25.4,,28.8,90.0,1009.5,11.0,T,6.9,10.3,Hujan Ringan
Cilacap,1,24.4,29.9,28.3,84.3,1011.7,5.3,BL,4.9,41.7,Hujan Sedang
Semarang,1,24.2,34.3,28.9,92.1,1012.4,5.1,BL,5.1,27.6,Hujan Sedang
Pekalongan,1,22.7,34.4,29.8,84.7,1017.5,5.4,TG,4.5,28.1,Hujan Sedang
Cilacap,12,25.2,32.2,29.2,95.8,1015.4,4.5,S,3.8,40.1,Hujan Sedang
Wonosobo,1,17.1,27.7,21.9,,924.1,7.4,B,5.1,79.1,Hujan Lebat
Kudus,3,27.1,34.7,30.7,85.6,1012.2,7.2,T,6.7,41.7,Hujan Sedang
Cilacap,10,23.4,32.2,27.8,99.0,1012.7,3.6,S,7.4,48.9,Hujan Sedang
Solo,9,25.9,33.1,29.3,87.7,1001.8,14.2,T,10.3,2.8,Hujan Ringan
Pekalongan,7,24.8,,29.0,71.8,1011.1,6.9,U,9.8,0.0,Tidak Hujan
Cilacap,3,24.9,32.4,28.3,89.5,1010.4,22.9,T,5.0,39.4,Hujan Sedang
Tegal,2,25.4,32.3,28.0,89.1,1012.2,5.6,TG,6.1,48.9,Hujan Sedang
Purwokerto,2,23.3,30.4,27.0,99.0,1003.6,,TL,5.3,75.7,Hujan Lebat
Solo,3,26.3,30.4,28.1,83.4,1002.5,7.3,B,1.1,34.8,Hujan Sedang
Cilacap,5,24.7,30.7,27.6,76.6,1011.0,3.8,T,9.8,0.0,Tidak Hujan
Solo,10,27.8,32.6,30.7,80.1,997.9,2.2,S,6.8,23.2,Hujan Sedang
Pekalongan,10,24.1,33.8,29.3,78.6,1013.9,2.3,BD,4.9,1.5,Hujan Ringan
Wonosobo,5,17.0,28.1,22.0,80.6,921.4,17.9,B,8.3,85.0,Hujan Lebat
Salatiga,4,21.5,31.4,26.7,99.0,959.2,6.4,TG,6.7,142.6,Hujan Lebat
Wonosobo,2,20.7,27.8,24.0,88.8,925.4,5.6,BD,6.7,81.7,Hujan Lebat
Wonosobo,4,19.5,29.0,24.1,99.0,920.0,2.2,T,3.6,75.4,Hujan Lebat
Kudus,5,25.2,32.3,28.9,70.0,1012.1,10.4,S,9.3,0.0,Tidak Hujan
Kudus,11,,33.2,27.6,88.2,1013.1,8.8,U,,27.2,Hujan Sedang
Kudus,2,24.1,29.5,26.8,89.7,1011.2,2.2,B,4.8,21.3,Hujan Sedang
Cilacap,1,20.7,30.5,25.0,92.1,1015.7,2.1,B,4.8,20.5,Hujan Sedang
Wonosobo,12,19.4,24.4,21.5,95.3,921.0,19.1,B,4.3,54.0,Hujan Lebat
Semarang,6,24.1,33.0,29.1,80.8,1014.3,3.1,BL,8.3,0.0,Tidak Hujan
Pekalongan,1,25.9,31.3,28.7,84.9,1010.3,6.8,S,3.5,31.0,Hujan Sedang
Wonosobo,2,18.9,23.7,20.5,91.8,922.9,,S,4.5,100.6,Hujan Lebat
Pekalongan,6,25.8,32.5,28.3,89.5,1013.8,11.5,S,8.3,5.0,Hujan Ringan
Purwokerto,8,24.6,32.3,28.8,80.1,1002.8,9.9,B,10.5,0.0,Tidak Hujan
Purwokerto,12,24.7,29.6,26.6,,1004.3,7.1,S,4.1,90.3,Hujan Lebat
Magelang,8,,31.5,27.3,77.1,967.7,5.6,BD,10.3,17.5,Hujan Ringan
Purwokerto,10,24.3,34.3,29.1,85.6,1005.2,27.6,TL,6.3,23.5,Hujan Sedang
Magelang,7,22.1,33.5,28.3,82.1,964.6,5.2,BL,10.6,4.4,Hujan Ringan
Solo,4,23.4,34.0,29.2,82.5,1000.2,6.6,B,7.3,21.9,Hujan Sedang
Wonosobo,1,,26.6,22.8,95.8,927.8,24.6,S,7.3,82.5,Hujan Lebat
Salatiga,4,22.3,31.8,27.2,89.8,962.5,7.6,TG,2.3,56.3,Hujan Lebat
Tegal,1,25.5,31.2,28.8,89.5,1013.2,7.8,S,1.2,42.7,Hujan Sedang
Magelang,6,21.7,31.6,26.6,82.6,,8.5,S,6.5,28.8,Hujan Sedang
Semarang,1,25.4,32.6,28.9,87.7,1010.4,6.1,TG,4.7,32.7,Hujan Sedang
Tegal,3,23.3,32.0,28.1,88.3,1011.7,5.7,BL,5.1,33.9,Hujan Sedang
Purwokerto,6,24.1,31.0,27.4,75.9,1005.8,5.9,S,6.7,0.0,Tidak Hujan
Kudus,6,27.1,33.6,30.5,75.4,1010.7,15.6,S,7.5,0.0,Tidak Hujan
Tegal,1,22.8,34.1,28.7,78.6,1011.3,8.1,BL,2.9,24.5,Hujan Sedang
Wonosobo,12,17.1,27.7,22.3,99.0,923.5,15.4,S,3.4,70.0,Hujan Lebat
Pekalongan,4,23.9,29.9,27.2,95.2,1014.2,9.9,B,1.2,29.2,Hujan Sedang
Salatiga,1,20.9,27.3,23.7,91.4,957.0,4.1,U,,120.8,Hujan Lebat
Magelang,7,22.5,29.0,26.1,83.8,966.1,4.6,U,12.0,17.4,Hujan Ringan
Magelang,9,22.3,31.0,26.2,83.3,968.0,15.1,S,8.4,10.6,Hujan Ringan
Wonosobo,8,18.9,24.8,22.0,87.9,922.5,9.6,T,10.4,48.5,Hujan Sedang
Purwokerto,12,23.2,31.0,27.0,95.1,1007.7,2.9,B,5.8,49.0,Hujan Sedang
Tegal,10,24.7,35.4,29.7,92.6,1014.9,5.3,BL,3.2,24.2,Hujan Sedang
Tegal,2,24.4,33.4,28.4,85.0,1010.8,14.9,TG,3.8,26.0,Hujan Sedang
Solo,11,25.5,34.9,29.6,89.9,,12.2,B,5.0,85.6,Hujan Lebat
Magelang,12,25.0,29.2,27.3,89.0,967.6,14.9,B,1.6,138.1,Hujan Lebat
Kudus,11,25.4,34.7,30.2,77.5,1004.6,2.8,TG,5.3,16.6,Hujan Ringan
Semarang,1,25.8,32.6,30.1,93.7,1010.1,10.6,U,3.2,103.0,Hujan Lebat
Solo,7,26.7,35.3,30.5,84.3,997.2,11.9,S,6.8,16.5,Hujan Ringan
Kudus,2,25.8,32.6,29.6,94.3,1009.2,10.5,B,8.4,25.2,Hujan Sedang
Pekalongan,7,21.6,34.1,27.2,86.0,1012.3,6.9,U,4.9,2.5,Hujan Ringan
Salatiga,9,22.2,29.6,25.3,89.4,962.8,5.1,TG,8.8,50.0,Hujan Sedang
Wonosobo,4,,26.5,22.8,99.0,921.9,3.8,S,3.1,66.6,Hujan Lebat
Purwokerto,2,22.2,29.0,25.5,98.0,1004.1,5.2,BL,5.6,30.4,Hujan Sedang
Purwokerto,1,23.4,30.0,26.8,79.8,1003.6,2.7,BD,6.7,7.5,Hujan Ringan
Pekalongan,7,24.9,32.1,28.3,84.1,1014.6,4.8,TG,10.8,0.0,Tidak Hujan
Magelang,1,24.4,29.4,27.6,92.2,966.3,4.5,T,,105.6,Hujan Lebat
Semarang,1,26.8,33.0,29.9,90.6,1016.7,12.7,TG,6.5,22.2,Hujan Sedang
Semarang,4,25.9,29.4,27.7,89.3,1014.7,8.8,B,6.2,26.7,Hujan Sedang
Magelang,4,20.7,29.7,25.1,97.3,967.0,2.0,TG,6.6,138.8,Hujan Lebat
Wonosobo,7,17.5,28.6,22.2,90.3,926.1,2.1,B,0.0,114.0,Hujan Lebat
Cilacap,4,27.1,35.4,31.2,91.9,1016.0,10.5,T,4.8,23.9,Hujan Sedang
Kudus,7,24.6,32.8,29.0,77.6,1012.3,2.8,BD,8.3,0.0,Tidak Hujan
Kudus,12,24.1,32.0,27.7,89.3,1011.3,3.9,TG,2.8,38.1,Hujan Sedang
Wonosobo,7,18.2,23.9,22.1,80.4,921.4,2.9,BD,7.6,31.4,Hujan Sedang
Salatiga,6,22.5,30.5,26.6,84.3,962.9,15.1,TL,8.0,7.7,Hujan Ringan
Cilacap,9,25.5,29.4,27.6,87.4,1008.9,13.7,S,6.2,18.4,Hujan Ringan
Wonosobo,6,19.9,26.9,22.9,84.9,923.1,2.2,BD,7.6,23.5,Hujan Sedang
Purwokerto,2,22.7,31.2,26.9,91.1,,12.1,BD,6.9,41.9,Hujan Sedang
Pekalongan,12,23.9,33.6,29.1,84.9,1009.0,27.0,TL,,3.8,Hujan Ringan
Solo,12,24.0,33.0,28.1,81.9,1002.1,6.9,T,4.3,32.1,Hujan Sedang
Pekalongan,2,23.5,34.1,28.4,85.2,1012.7,7.1,TL,7.2,25.8,Hujan Sedang
Wonosobo,1,,,21.9,90.0,915.8,9.4,TL,2.4,133.3,Hujan Lebat
Purwokerto,1,23.0,32.1,27.3,88.5,1007.3,10.0,U,5.2,48.1,Hujan Sedang
Solo,6,27.1,32.9,30.1,72.2,1001.0,8.0,U,4.9,18.0,Hujan Ringan
Semarang,11,24.6,32.4,28.6,80.7,1013.7,4.1,U,6.7,41.1,Hujan Sedang
Salatiga,5,19.8,32.6,26.7,87.4,960.0,14.3,B,5.3,40.2,Hujan Sedang
Cilacap,1,23.6,30.6,26.9,89.0,1012.8,7.1,S,1.8,37.1,Hujan Sedang
Cilacap,6,25.2,32.5,29.1,,1011.6,3.7,BD,6.9,0.0,Tidak Hujan
Wonosobo,2,19.1,27.6,23.5,99.0,921.2,2.6,TL,6.4,138.7,Hujan Lebat
Salatiga,8,21.4,29.9,25.6,87.9,961.8,16.0,TL,8.1,36.0,Hujan Sedang
Kudus,8,26.3,33.6,29.9,,1011.3,7.5,BL,8.1,0.0,Tidak Hujan
Solo,5,22.8,31.3,27.6,79.1,1006.8,13.6,TL,5.9,1.1,Hujan Ringan
Cilacap,7,,31.0,28.0,88.6,1010.8,11.5,S,7.8,2.3,Hujan Ringan
Cilacap,11,23.3,32.7,27.6,99.0,1015.1,,BD,6.6,23.1,Hujan Sedang
Magelang,11,23.3,29.8,26.3,95.2,970.3,2.0,BL,4.2,109.4,Hujan Lebat
Solo,3,25.7,33.7,29.4,94.2,1005.4,6.4,S,3.8,34.5,Hujan Sedang
Kudus,12,24.6,32.2,28.1,89.0,1011.8,9.7,TL,1.6,20.6,Hujan Sedang
Purwokerto,5,23.9,31.9,28.0,82.6,,22.6,S,8.0,0.0,Tidak Hujan
Semarang,4,25.7,33.8,28.6,92.7,1010.2,3.7,TL,9.2,31.6,Hujan Sedang
Cilacap,3,24.3,32.0,28.6,90.5,1008.1,2.9,BL,4.5,37.2,Hujan Sedang
Kudus,5,25.6,32.9,28.9,84.0,1013.1,9.4,BD,9.0,1.1,Hujan Ringan
Tegal,7,24.3,33.3,29.3,78.5,1015.8,2.5,BL,9.9,0.0,Tidak Hujan
Wonosobo,2,20.2,26.7,23.2,98.1,921.5,3.4,B,6.2,67.5,Hujan Lebat
Kudus,8,26.2,34.8,30.2,80.6,1016.1,2.2,B,8.3,0.0,Tidak Hujan
Purwokerto,2,20.9,31.5,26.3,98.0,1004.7,3.6,T,7.1,70.9,Hujan Lebat
Pekalongan,2,24.1,36.0,30.8,90.5,1011.8,8.1,T,4.5,42.7,Hujan Sedang
Salatiga,7,19.9,27.4,23.0,86.8,959.4,3.3,U,7.4,29.9,Hujan Sedang
Solo,8,24.3,34.0,28.0,71.9,1004.5,3.3,TL,7.5,0.0,Tidak Hujan
Tegal,6,27.4,35.0,31.1,76.0,1015.5,7.7,BD,12.0,0.0,Tidak Hujan
Kudus,6,24.1,34.7,29.7,78.1,1007.7,15.8,TL,5.5,8.7,Hujan Ringan
Solo,1,24.6,31.4,27.4,90.0,1001.6,22.7,BL,7.3,41.7,Hujan Sedang
Pekalongan,7,24.5,33.4,29.6,75.2,1015.7,14.6,T,7.5,0.0,Tidak Hujan
Semarang,3,25.8,30.4,28.3,78.8,1009.2,,BD,5.7,6.2,Hujan Ringan
Tegal,1,24.8,32.0,28.7,93.0,1014.1,8.7,S,5.2,33.6,Hujan Sedang
Salatiga,10,22.9,31.5,27.6,92.3,958.6,6.4,B,2.8,65.4,Hujan Lebat
Kudus,2,25.9,36.2,30.7,78.0,1013.4,10.4,U,5.6,3.0,Hujan Ringan
Pekalongan,8,26.2,30.4,28.1,81.0,1008.0,6.3,U,5.4,0.0,Tidak Hujan
Cilacap,5,24.3,33.7,28.6,82.3,1015.0,7.7,TG,10.1,0.0,Tidak Hujan
Magelang,7,21.8,29.4,25.6,,965.3,8.4,S,8.0,20.4,Hujan Sedang
Salatiga,2,,30.3,25.7,97.5,961.3,13.9,TL,9.7,99.1,Hujan Lebat
Wonosobo,1,16.1,27.4,21.7,88.6,921.7,4.9,BL,3.6,58.2,Hujan Lebat
Semarang,9,,31.3,28.8,70.6,1011.9,31.0,TL,9.4,0.0,Tidak Hujan
Salatiga,9,23.1,30.8,27.0,92.6,961.4,4.3,BD,10.6,29.0,Hujan Sedang
Salatiga,12,20.2,,26.3,90.9,958.5,3.1,B,4.8,61.9,Hujan Lebat
Kudus,10,23.8,,30.0,80.7,1015.0,5.0,T,7.0,14.8,Hujan Ringan
Cilacap,6,25.8,32.9,28.8,75.4,1012.0,7.9,BL,9.8,0.0,Tidak Hujan
Purwokerto,8,23.5,33.0,27.8,83.0,1005.8,7.3,B,,0.0,Tidak Hujan
Kudus,12,25.0,30.3,28.0,91.4,1008.1,4.3,S,7.7,20.4,Hujan Sedang
Pekalongan,10,25.3,32.7,29.1,81.7,1014.3,11.2,BL,3.8,39.6,Hujan Sedang
Pekalongan,1,24.7,33.3,29.7,87.0,1013.8,,T,3.1,45.9,Hujan Sedang
Solo,8,23.8,33.3,28.7,69.5,1002.1,5.0,BD,9.2,0.0,Tidak Hujan
Salatiga,8,21.4,31.9,26.2,79.2,960.3,3.0,U,6.4,6.3,Hujan Ringan
Tegal,11,25.0,32.4,28.0,81.7,1013.4,2.4,T,5.7,38.7,Hujan Sedang
Pekalongan,2,24.8,36.9,29.3,83.4,1014.4,5.6,TG,3.5,36.2,Hujan Sedang
Purwokerto,11,23.9,30.7,27.1,85.2,1008.3,2.0,BD,6.1,42.3,Hujan Sedang
Purwokerto,7,,30.6,26.5,83.7,1004.9,11.1,S,6.1,14.3,Hujan Ringan
Magelang,9,21.0,31.8,25.6,94.1,970.7,13.7,BL,12.0,21.5,Hujan Sedang
Cilacap,5,22.3,32.8,27.5,86.1,1010.0,3.7,TL,6.9,0.0,Tidak Hujan
Cilacap,7,24.6,30.6,27.7,77.2,1009.7,11.4,BD,3.3,0.0,Tidak Hujan
Solo,11,24.3,32.0,26.9,79.8,,10.6,BL,3.9,43.4,Hujan Sedang
Pekalongan,6,22.7,34.4,29.1,75.1,1009.2,3.4,B,7.5,0.0,Tidak Hujan
Purwokerto,6,22.1,30.6,25.6,78.1,1003.4,2.4,BL,9.0,0.0,Tidak Hujan
Pekalongan,2,25.5,33.7,29.3,81.5,1016.7,13.0,T,5.5,6.8,Hujan Ringan
Magelang,2,22.6,30.5,26.7,92.6,969.5,4.3,BD,4.4,79.7,Hujan Lebat
Pekalongan,11,23.4,29.1,26.2,88.3,1011.3,13.1,T,5.3,28.2,Hujan Sedang
Solo,12,23.4,33.5,28.7,79.5,1001.7,3.0,S,4.3,36.1,Hujan Sedang
Cilacap,4,24.6,33.3,29.7,98.0,1010.8,11.6,S,1.7,114.3,Hujan Lebat
Cilacap,7,22.9,32.1,28.0,76.7,1014.1,8.9,U,12.0,0.0,Tidak Hujan
Purwokerto,2,21.9,28.9,25.9,93.3,1006.2,4.0,U,5.6,23.9,Hujan Sedang
Salatiga,11,21.7,29.9,25.9,88.2,959.6,6.7,T,4.8,66.0,Hujan Lebat
Salatiga,12,22.0,28.9,25.6,99.0,957.4,6.0,B,6.4,92.6,Hujan Lebat
Wonosobo,2,20.6,23.4,21.1,97.2,916.2,5.0,TL,0.9,103.0,Hujan Lebat
Semarang,1,25.1,33.0,29.2,83.7,1015.9,7.2,BL,5.2,42.1,Hujan Sedang
Wonosobo,9,17.2,25.3,21.6,85.8,926.4,6.0,T,9.0,28.4,Hujan Sedang
Magelang,10,23.5,31.4,28.2,89.3,972.7,10.7,S,3.2,74.1,Hujan Lebat
Magelang,8,22.3,30.1,26.3,89.5,969.0,17.5,B,8.4,43.8,Hujan Sedang
Purwokerto,3,25.5,33.0,28.9,99.0,1006.9,10.5,TL,4.1,71.8,Hujan Lebat
Solo,6,,32.3,29.8,81.6,1000.9,2.8,B,6.8,5.0,Hujan Ringan
Semarang,4,25.9,35.1,30.1,89.4,1010.3,28.2,TG,6.5,41.7,Hujan Sedang
Salatiga,4,20.0,28.6,24.0,,961.8,10.1,T,,95.7,Hujan Lebat
Kudus,7,25.7,36.0,30.9,74.9,1010.2,6.9,U,8.2,0.0,Tidak Hujan
Salatiga,9,23.9,29.9,26.8,83.0,957.6,5.0,B,6.7,25.2,Hujan Sedang
Purwokerto,2,,31.2,26.8,90.8,1006.4,7.2,S,7.4,31.0,Hujan Sedang
Wonosobo,8,18.2,25.5,22.1,89.1,924.0,11.5,S,,137.5,Hujan Lebat
Tegal,2,24.1,32.5,27.7,95.3,1016.3,6.7,TG,6.2,29.3,Hujan Sedang
Solo,11,25.7,35.1,30.2,79.3,995.9,3.2,S,3.0,26.2,Hujan Sedang
Tegal,10,25.6,31.9,29.5,81.5,1011.3,9.0,TL,8.5,4.3,Hujan Ringan
Magelang,6,22.4,31.3,27.9,82.9,973.0,2.4,S,4.1,43.0,Hujan Sedang
Kudus,7,26.1,33.3,29.7,71.1,1012.5,2.6,TG,10.8,0.0,Tidak Hujan
Magelang,3,22.6,30.2,26.4,94.6,965.6,6.8,U,5.1,135.5,Hujan Lebat
Wonosobo,6,18.4,26.1,22.1,83.0,921.3,5.2,TG,5.8,71.3,Hujan Lebat
Solo,11,24.1,31.6,28.0,90.6,999.2,5.6,U,4.7,65.4,Hujan Lebat
Solo,12,,32.9,28.4,83.8,996.9,3.4,B,5.7,23.5,Hujan Sedang
Semarang,7,27.3,,30.5,78.6,1011.0,6.9,U,7.8,0.0,Tidak Hujan
Magelang,1,22.8,31.6,26.7,86.8,971.3,11.5,U,5.0,58.4,Hujan Lebat
Wonosobo,9,18.8,26.3,22.9,92.7,919.2,25.0,TG,8.1,92.6,Hujan Lebat
Semarang,12,23.5,32.0,27.2,83.1,1012.0,15.8,TL,6.0,43.6,Hujan Sedang
Kudus,4,25.6,33.1,29.3,90.0,1014.7,2.3,B,2.0,39.4,Hujan Sedang
Magelang,5,22.4,31.5,26.5,74.0,974.2,11.7,U,8.7,16.0,Hujan Ringan
Solo,11,26.3,34.2,29.9,85.4,1000.7,4.0,B,3.4,40.5,Hujan Sedang
Salatiga,3,20.0,30.0,25.6,92.1,956.5,5.3,TL,6.7,122.6,Hujan Lebat
Pekalongan,4,21.9,35.3,28.8,81.6,1013.4,7.0,BD,2.9,27.1,Hujan Sedang
Semarang,9,25.1,33.7,29.0,80.9,1010.4,17.2,U,8.1,0.0,Tidak Hujan
Pekalongan,4,26.0,31.7,29.5,87.8,,7.7,T,3.7,31.1,Hujan Sedang
Wonosobo,10,,26.8,22.3,98.5,921.7,2.2,U,7.3,134.7,Hujan Lebat
Kudus,4,25.1,33.5,29.6,93.7,1009.5,3.8,TL,4.0,34.3,Hujan Sedang
Pekalongan,1,,31.5,27.1,93.6,1011.9,,T,8.5,48.6,Hujan Sedang
Tegal,8,27.5,31.8,29.8,71.6,1012.9,17.8,B,8.8,0.0,Tidak Hujan
Purwokerto,6,23.1,30.0,26.1,,1005.6,5.2,TL,5.0,4.7,Hujan Ringan
Salatiga,10,22.7,,25.6,89.2,955.9,6.5,U,5.1,104.4,Hujan Lebat
Cilacap,2,25.3,30.6,27.6,84.5,1013.5,14.9,BD,4.4,20.1,Hujan Sedang
Purwokerto,2,22.0,30.9,25.9,87.7,1004.0,5.7,TG,4.2,44.7,Hujan Sedang
Magelang,1,23.6,,28.5,90.9,968.9,2.6,BL,2.0,122.9,Hujan Lebat
Cilacap,9,24.9,30.5,27.9,84.0,1013.7,16.5,B,6.4,0.0,Tidak Hujan
Pekalongan,4,25.1,30.9,27.5,90.2,1010.2,7.7,TL,6.1,41.3,Hujan Sedang
Cilacap,6,25.5,31.4,28.3,75.2,1007.3,20.6,T,7.3,0.0,Tidak Hujan
Solo,10,26.6,34.0,29.9,,999.0,2.4,TL,3.6,27.9,Hujan Sedang
Cilacap,9,27.0,33.6,29.8,,1011.7,5.0,B,7.7,0.0,Tidak Hujan
Wonosobo,2,15.5,28.3,22.4,93.2,924.2,10.5,T,3.3,146.1,Hujan Lebat
Kudus,6,,33.3,29.7,78.7,1010.6,5.0,BD,6.6,16.9,Hujan Ringan
Salatiga,6,21.9,28.7,25.9,86.0,960.3,4.5,S,8.4,37.5,Hujan Sedang
Cilacap,6,24.2,29.3,26.9,75.3,1014.1,16.1,TG,,0.0,Tidak Hujan
Salatiga,9,21.8,29.0,26.0,78.7,959.3,5.3,BL,10.1,17.5,Hujan Ringan
Salatiga,12,20.0,28.7,23.6,95.2,962.4,7.5,TL,4.1,52.5,Hujan Lebat
Wonosobo,2,19.8,27.9,23.3,99.0,923.2,6.0,TG,2.6,149.1,Hujan Lebat
Solo,6,23.2,32.3,27.5,72.7,1004.1,3.2,TL,5.8,17.4,Hujan Ringan
Solo,8,26.1,32.4,29.3,80.4,1000.9,4.8,TG,5.9,11.6,Hujan Ringan
Tegal,8,27.1,33.8,30.8,77.6,1014.1,,U,10.2,0.0,Tidak Hujan
Semarang,7,24.5,35.4,30.0,73.5,1013.1,,B,5.1,0.0,Tidak Hujan
Cilacap,4,24.0,30.2,27.7,95.1,1011.8,2.6,T,4.2,34.4,Hujan Sedang
Solo,9,25.9,31.0,28.3,79.9,1004.0,3.7,T,4.3,19.3,Hujan Ringan
Pekalongan,3,,32.8,30.3,84.4,1011.7,5.0,S,6.6,31.5,Hujan Sedang
Tegal,9,25.5,35.1,29.8,74.9,1016.5,5.6,T,5.7,0.0,Tidak Hujan
Cilacap,1,23.7,33.3,28.2,83.9,1009.3,4.3,S,2.1,42.1,Hujan Sedang
Wonosobo,8,20.0,29.2,25.3,88.0,925.2,3.6,U,8.4,147.0,Hujan Lebat
